Rating,Review Text
5.0,"Her misafirim geldiğinde mutlaka götürmek istediğim, hem lezzetinden hem hizmetinden çok memnun olduğum bir işletmedir. Lokumunun üstüne bir lokum henüz hiçbir yerde yemedim, harika bir lezzet."
5.0,Lokum ismiyle sunduğu harika bir lezzeti var. Tereyağlı tabak içerisinde servis ediyorlar. Mekan temizliği ve teras keyfi iştah açıyor
5.0,"Tek kelimeile mütiş bir mekan,çalışanlar profesyonel,işletme kurumsal bir yer,etler lezetli,biz de buraya google yorumu ile geldik,umarım bizim gibi burayı bilmeyenlere yardımcı olur yorumum."
4.0,"Mekan tika basa dolu rezv yapmiyorlar giriste sirayla aliyorlar ., servis cok hixli etler muhtesem fiyatlar gayet makul .. .mutlaka tavsiye ederim.."
5.0,Şehrin biraz dışında çok kaliteli ve lezzetli menüye sahip bir mekan.en son haziran 2023 de ailece yemek yediğimiz ama yıllardır gitmekten keyif aldığım bir yer.
5.0,Eğer Bursa’da et yemek isterseniz gidilecek en lezzetli yer .lokum şahane .tek sıkıntı yemek saatlerinde çok kalabalık olup sura beklemek zorunda kalmanız.hafta sonları çok dolu o yüzden ben burayı hafta içi tercih ediyorum
5.0,"Genel olarak et lezzetleri çok güzeldi, mezeleri ve salata çeşitliliği iyi ancak biraz daha arttırılmasında fayda var sadece sıra bekliyorsun biraz onun dışında konumu , araç park yeri olarak güzel bir işletme gelmek isteyen herkese tavsiye ederim."
2.0,Istanbul'da yaşıyorum ve Bursa tarafına yolum düştüğünde uğramaya çalıştığım bir mekan. Bir çok arkadaşıma da tavsiye etmiştim. Daha önce 4 defa ziyaret etmiştim ve üzülerek söylemek zorundayım her defasında hem hizmet kalitesi hem lezzet bir öncekini aratıyor. Sanıyorum bu son ziyaretimdi çünkü artık vasatın da altın inmiş bir lezzet ve hizmet kalitesi görüyorum. Üzüldüm açıkçası.
1.0,"Uzun bir aradan sonra tekrar geldik , arkadaşlarların israrıyla ,
Sistem değişmemiş daha kapıdan girip  oturayımmı falan derken 
Olmayan menüden siparişler harala gürele alınıp yemekler geldi
Herşey sıradan , lezzet sınırlı, çeşit yok , hele meşhur bonfileymiş gibi verilmeye çalışılan tereyağı havuzu içinde muhtemelen kontrfile..."
2.0,"Etler aşırı tuzlu, meze namına hiçbir şey yok, salata bile ekstra ücretli, lokum yumuşak lakin tereyağlı sosu aşırı tuzlu dallas Steak in yarısından fazlası yağ üstelik az pişmiş geldiği için yenmeyecek kadar kötü halbuki nasıl istersiniz diye sorulmasını beklerdik. Standart az pişmiş geliyor gibi yemek isteyenlerin haberi olsun. Ve fiyat 2 hamburger 1 lokum 1 Dallas Steak 510 lira gereksiz pahalı gerçekten. Tavsiye üzerine yolumuzu değiştirip gittik, gitmesek de olurmuş. 2. Puanı da sadece manzarası için verdim. Manzarası güzel sadece tam çay icmelik"
5.0,"Et mukemmel, tuzu eskiden daha iyi ayarliyorlardi simdi baya azaltmislar belki de musteriler talep etmistir. Tereyagini da bir tik daha lezzetli bulmustum gecen sene ancak hala cok lezzetli. Bu bolgeye ne zaman seyahat eysek mutlaka ugramaya calisiyoruz. Tadi hala damagimda. Not:Sinek olayina bir cozum sart..."
4.0,Güzel yumusak etleri lezzetli tatlisi olan mekandir.Calisanlar güleryüzludur.Lavaş ekmekleri her zaman tazedir.Fiyatlarda uygundur.Uzan Et Mangal
5.0,"Aralık'ın başında Bursa'ya gittiğimizde buraya uğradık. Etler harika, yumuşacık, acısı yerinde ve sulu. Etlerden önce gelen meze ve ekmek de çok güzel, insanı dayanamadan yemeğe başlatıyor. Lavaşı kendi yapıyorlar ve mezelerin acısı ve aroması tam Güneydoğu'dan.  Fiyatlar TR geneline göre uygun. Bir daha geldiğimizde daha çok yiyeceğiz!"
4.0,et ve et ürünleri üzerine gerçekten leziz ürünler servis ediliyor. Etin tam olması gerektiği gibi pişirip servis ediliyor. Fiyatlar piyasaya göre bir tık yukarida ama hakettiklerini düşünüyorum. Sipariş almaya gelen şefler biraz yılmış vaziyettelerdi. O yüzden pek ilgili değiller. Diğer personeller daha ilgili.
5.0,Ankara donusu yol ustu ugradik ve iyi ki ugramisiz. Tavsiye uzerine lokum yedik ve tereyag icinde gelen lokumu keyifle fazla gelmesine ragmen bitirdik. Tatlilarini da oldukca begendim tavsiye ederim...Bursa nin bozulan iskender kalitesine cok iyi bir alternatif...
5.0,"Çok ama çok iyi maaşallah 
Çok lezzetliydi çok güzeldi hizmette güzeldi çok beğendim tavsiye ederim
Et tam bir lokumdu"
1.0,"Sakide 1,5 saat bekledikten sonra soğuk et yemeği geldi. Diğer masaya çıtır patates sunumlu gelmişti, sebebini sorduk Özür kabahatinden beterdi Bir beyefendiye özel yapıldığını söyleyerek bizi terslediler O beyefendi özel müşteriymiş Bu muameleden sonra bir daha asla gelmem"
3.0,"Çok iyi etler olduğunu duyduğumuz için bir kaç aile birlikte ziyaret ettik. Ancak şahsen etin ekstra tereyağı ve tuz vs. ile lezzetlendirilmesindense, kendi lezzetli olan eti tercih ediyorum. Bizim seçimlerimizde (fokurdayan tereyağının içinde lokum vs.)  sunumu ve ete eklenenler evet güzeldi ancak etler gayet normaldi. Bursa'nın herhangi bir ""köyünde"" daha doğal ve lezizlerini tadabiliyorsunuz. Mekan, servis vs güzel, kalabalık oluyor genelde normal yemek saatlerinde ve hafta sonu, bunlara dikkat. En azından bir defa denenmeli. Biz denedik ancak normalde gittiğimiz diğer mekanlardaki ""et""lerin lezzetini bulamadık."
4.0,"Çok başarılı et ürünler var. Köfte ve et denedim çok lezzetli  
Çok yoğun talep görüyor, girişte bir süre beklememiz gerekti."
1.0,Eşim ile 40 km yoldan geldik daha fazla müşteriyi ağırlamak için yerimizden kaldırıldık sizin gibi kuruluşa yazıklar olsun!!!!
5.0,Lezzeti harika. Mekanı gayet ideal. Fiyat performans açısından belki Bursa'nın en iyisi diyebilirsiniz. Lokum tavsiye ederim. Tek eksik yani konum olarak Bursa merkeze uzak kalıyor.
5.0,Gerek lezzeti gerekse personelin samimiyetiyle herşey mükemmeldi. Bursa'ya gelecek olanlar muhakkak burada et yemeli. Mevsim salatası çok iyiydi. Ben salatada peynir severim. İzmir tulumuyla aradığım lezzeti buldum
1.0,Kasap bölümünden aldığım paketlenmiş köfte ambalajın altındaki strafor tabak ile bütünleşmiş. Tabak ile ürün arasına yağlı kağıt yada yapışmaz ped konulmalı.
5.0,"Konumu, etleri,mezeleri harika..Fiyat olarak da gayet iyi..Baya geniş bir mekan.personel ilgili.Ailecek çok keyif aldığımız bir yer.."
5.0,Çok güzel yemekleri var çok güzel karşılıyorlar müşteri ile ilgi çok yüksek ailemle çoğu zaman geliriz
5.0,Evcil hayvan alınmaması güzel. Musterinizin yorumu faydali oldu. Yemek yenen yerde rahatsiz verici oluyor. Uygulamanın devam etmesini tercih ederim.
5.0,İnternetteki yorumlara güvenerek gittik ve kesinlikle çok memnun kaldık. Sıraya girmeniz gerekebilir fakat çok çabuk geliyor sıra. Lokum et  enfesti. Süt helvası mükemmeldi. Fiyatı da oldukça uygun. Porsiyonları da büyük. Garsonlar hızlı ve ilgili.
5.0,Bursada kesinlikle en sevdiğimiz restoran Uzan et Mangaldır.Lokumu enfes lezzetli hatta patates kızartmasına bile bayılıyoruz.Garsonlardan Ceylan beyin ilgisi bizi kendi evimizdeymiş gibi hissettiriyor.Teşekkürler Uzan et mangal ...
5.0,Buraya geldiyseniz ana yemek Lokum olmalı kesinlikle...Hizmet ve ilgi alaka da çok güzel bir de fiyat olarakta öyle çok pahalı değil kesinlikle tavsiye ederim.
5.0,Bursa da lokum yemek için 1 numaralı adres. Fiyat / performans mükemmel.  Aynı yemeği istanbulda x2 ödersiniz. Mutlaka gidin
5.0,"Bir adanalı olarak beğendim. 
Lokum danadan yapılmasına rağmen terbiyesi ve pişirilmesi ile lezzetli bir et. Dallas steak dana pirzola daha sert bir et. Acılı satır köfte kuzu etinden ve adana kebaba yakın bir et. Patlıcan söğürmesi ayrı bir lezzeti vardı. 
Önemli not: etleri çok pişirmiyorlar içleri kırmızı geliyor. Annem maalesef hiçbirini yiyemedi. Çok pişmiş istiyorsanız söyleyin. Lokum bir porsiyonda 4 tane geliyor. Süt tatlısı vasat."
2.0,"Herşey eskisi gibi pandemi ile ilgili hiçbir önlem yok, hijyen ileri gideceğine geri gitmiş, yemeklere gelirsek çok güzel ona lafım yok ama masalara en azından dezenfektan konulsaydı iyi olurdu"
5.0,"Memleketteki en iyi steak house  desem yanlış olmaz. Tum etleri cok lezzetli. Kuslemesi, lokum ve pirzola favorim. Fiyatlar makul. Profiterol'un lezzeti efsane."
5.0,"Bu salgın günlerinde akla ilk gelen özlemle anılan yerdir.
Et yemeyi özel bulmayanlari bile et lokantalarina sevdalandiracak bir yer.lokum ve kuslemesi efsane.kofteleri ve tüm et çeşitleri çok iyi. Salata ve hersesi bile ortalamanin çok üstünde.Ama herşey bu kadar mı hayır!! Karamalize edilmiş kabak tatlısı çok üst seviyede. Ozellikle fazla karamalize olmuş olanlari isteminizi öneririm.lezset patlaması."
4.0,"Dilimlenen Bonfilenin muhurlendikten sonra 
tereyağ banyosunda pisirilmesi ile yapilan LOKUM ve koftelerini tavsiye ederim. Fiyatlar bir miktar yuksek olsada piyasa sartlarina gore normal."
4.0,Mekan çok büyük çok temiz servis çok hızlı otopark sorunu yok.. Tek sıkıntı baya uzak mekan. etler lezzetli ve iyi pişmiş. Fiyatlar normal ne ucuz ne pahalı.. Tek eksik etlerin yanında hiç bir salata meze vs bulunmuyor sadece ekmek köz biber ve söylediğiniz etler. İlgi çok iyi saolsun çalışan arkadaşlar ilgili şehir dışından geldik ilgilendikleri yine gidermiyim? Evet tavsiye edermiyim Evet. Gonul rahatlığıyla gidin. Fiyatlar asagida
5.0,"Daha önce yediğiniz tüm etleri unutun.Çünkü harika bir lezzetle karşılanacaksınız.
Konum itibari ile şehir merkezine uzak olsada; mekan bunun karşılığını hizmet ve lezzet olarak veriyor. Çok teşekkürler"
3.0,"Methini çok duyunca gitme kararı aldık, fiyatlar diğer steak haus lara göre uygun, etler ve salatalar lezzetli . Hizmet harika."
5.0,"Erleri oldukça güzel . Özellikle lokum  yemek için gidilecek harika bir yer.. servis hızlı , hizmet güzel . Kesinlikle tavsiye ederim"
5.0,"Her zaman güleryüzle karşılama , hızlı servis, aynı iyi kalitede et, yan ürünler de , tatlılarda çok özel. Fiyat kalite dengesi çok çok iyi. Tek sorun bazı haftasonu saatlerinde yoğunluk ve sıra bekleme ."
5.0,Uzan'ın sahibi Süleyman Uzan aileden kasap ve gıda mühendisi. Herşeyi güvenle yiyebilirsiniz. Lezzet ve fiyatlar harika!
5.0,Lokum meşhurdur. Fiyat performans oranı en iyi yerdir Bursa'da et yemek için. Herkese tavsiye ederim
5.0,Servis ve ürünler beklentileri fazlasıyla karşılıyor lokumu mutlaka deneyin diğer et ürünleri de beğeninizi karşılayabilir
5.0,"Her gittiğimiz de , et yediğimizi duyduğumuzu hissederek dönüyoruz.  Gayet iyi başarılı fiyatlar makul yemekler aşırı leziz"
5.0,Mekan servis lezzet gayet güzeldi. Fiyatlarda kabul edilebilir. Aşırı pahalı değil. Son günlerde uçuk fiyatlardan dışarıda yemek yemeyi düşünür olduk 🙄
4.0,"Bu sefer farklı olsun dedik ve şehir içinde bir mekanda et yitelim istedik. Tripadvisor dan bu mekanı bulduk
İyiki de bulmuşuz,, her şey harika idi.servis ,etler ve sunum hoşumuza gitti fiyatlar da kabul edilebilir düzeyde.
Kısacası yine giderim."
5.0,müşteri yoğunluğunu kesinlikle hak eden bir mekan.Lokumu kesinlikle tavsiye ediyorum.Servis başarılı.Ayrıca et ürünlerini de temin edebiliyorsunuz.
5.0,Tavsiye etmiyorum. Kendinizi mahrum etmeyin bu lezzetten. Rezervasyon yok gidip sıra beklemeniz gerekiyor bu lezzet için.
5.0,"Birbirinden lezzetli etler, hoş ambians  ve servis çok güzeldi. 
Özellikle, kabak tatlısı efsane. herkese tavsiye ederim."
4.0,"et yemeği sevenlere çok keyifli, alkol yok :(. Manzara ve hizmet çok iyi. Ailece hafta sonları için çok uygun."
5.0,"Tereyağlı lokumun lezzeti, yumuşaklığı, tadı muazzam. Şiddetle tavsiye edilir. Yeri biraz uzak olsada bu lezzete değer."
5.0,Ürün kalitesi tartışılmaz özellik ile köftesini tavsiye ederim kendim bizzat denedim ve hala alış veriş yaparım genç ve başarılı işletmecileri varcalisanlari güler yüzlü ve yardım sever arkadaşlar.
5.0,10 yıldan fazla zamandır gittiğim; küçük bir işletme olarak başladığı zamandan bugüne kadarki gelişimini sadece mekan olarak değil; kalite ve çeşitlilik olarak da yapan ilgili bölgenin eşsiz mekanıdır.
5.0,Etleri mükemmel. Biraz merkeze uzak olsada buna değer. Fakat bazı günleri kapısında kuyruk oluyor. Dışarı kadar uzanıyor.
3.0,"Mekan biraz gürültülü , personel ilgili ve alakalı yardımcı oldular epey. Girişte kasap tezgahından sectiğimiz T-Bone orta pişmiş istedik fakat iyiye yakın geldi o halde bile beğendik. Normalde yemem ama dokusu falan güzeldi geri göndermek istemedim. Fiyatlar gayet uygun tereyağında bonfile de normaldi."
4.0,Bursa merkeze biraz uzak olsa da canınız lokum ve köfte yemek istediğinde gittiğimiz tek mekan.Ah birde kapıda kuyruk olmasa.Her zaman lezzetli ve hesaplı.Çalışanlar güleryüzlü.
5.0,"Lezzetli et yemek isteyen herkese mutlaka gitmeli,fiyatları hizmete göre çok uygun,personel ilgili ve güleryüzlü"
5.0,"Efsane lezzetler, iyi fiyatlara kaliteli et yemekleri bulabilirsiniz.Eşimle gittiğimde hepsinden olsun ve lokum alıyoruz genelde... Hepsinden olsun menüsünde salata,patates kızartması,herse(patlıcanlı meze sırf bunun için gidilir),lokum,şiş,pirzola,köfte tatlı içecek dahil menü kesinlikle denenmeli!Cumartesi sıra beklemeye hazır olun...Cumartesileri bence gitmeyin ki biz daha az sıra bekleyelim😅"
4.0,Lokum eti güzel ve lezzetli yapıyorlar. Lokum porsiyon 50-60 lira arası. Köftesi de güzel. İçerisi salaş ve et kokusu yazında sinek sorunu olabilir. Ancak çok kalabalık oluyor. Hatta hafta sonları cumartesi ve pazar günleri kapısında kuyruk oluşuyor.
5.0,"Mekan güzel,servis hızlı,etlerin pişirilmesi ve lezzeti gayet iyiydi. Beş yıldızı hak ediyor gerçekten.. Tek olumsuzluk biraz fazla kalabalık."
5.0,Lokumu gerçekten efsane. Özellikle haftasonları rezervasyon yaptırmanız gerekebilir. Her daim yoğun olmasına rağmen servis hızlıdır.
5.0,"Köfteleri iyi, diğer et çeşitleri de, civardaki rakipleri ile başabaş bir et restoranı, en büyük artısı lokumları, tam kıvamında pişiriyorlar, kurutmuyorlar, dolayısıyla maksimum lezzet alıyorsunuz. Servis başarılı. Tek sıkıntı kalabalık satlerde sıra beklemeniz, onun dışında konusunda en iyi yerlerden biri."
5.0,"Çok aç gelmelisiniz,tüm çeşitlerden tadabilmek için ☺️ leziz,elit ve uygun.. lokum favorim oldu 👍 teşekkürler.."
5.0,Lezzetli ve her zaman yoğun ilgi duyulan bir restaurant.Gidince biraz sıra bekleyebilirsiniz ama inanın beklediğinize değer ...
5.0,Söylenecek çok şey yok mekan ve menüler çok iyi...Bazı gün çok kalabalık ve sıra oluyor ona dikkat etmek gerekir tek.
5.0,"Bursa merkeze çok uzak bir mekan ama gittikten sonra buna değdiğini göreceksiniz. Tüm et çeşitleri çok leziz, ne yerseniz yiyin farketmez, ancak tereyağında pişen lokumu kesinlikle denemelisiniz.
Fiyatlar da bu tarz mekanlara göre bence gayet makul.
Etler kilo ile satılıyor, seçtiğiniz et tartılıp fiyatı belli olunca pişirilip servis ediliyor.
3 kişi gittik; tereyağında pişmiş dana lokum, dallas steak, köfte, patates kızartması, salata, ayran, tatlı yedik, 183 TL hesap ödedik.
Bunun 145 TL' si etler için ödenen rakamdı"
5.0,Lokum ve kofte mutlaka denenmeli şey age Ler çok iyi fiyat çok düşük biraz uzak ama kesinlikle gidilmeli
4.0,"Öğle saatlerinde gittik boştu. Manzaralı bir yer. Akşam saatleri dolu olabilir. Kasap bölümünden hangi ürünü ne kadar yemek istediğinizi seçebiliyorsunuz. Taze taze pişirip geliyor. Fotoğrafta gördüğünüz 2 şiş Beyti, 1 adet Küşleme, Kabak tatlısı. Ve fotoğrafta olmayan 1 porsiyon köfte (4 adet geldi.), 1 parça daha küşleme, Mevsim salata, kızarmış tek kişilik patates (iki kişi için yeterli.), ve iki ayran ile birlikte toplam 120 tl ödedik. Ucuz geldi, aynı zamanda lezzetliydi. Tavsiye ederim."
5.0,"Lokumu çok güzel ya, köftesi ve kuzu sırt da bir harika. Ancak mekan artık dar geliyor geniş bir yere taşınmalı ki sıra beklemek zorunda kalmayalım. cuma cumartesi pazar akşam çok kalabalık oluyor"
3.0,Lokum eti gerçekten inanılmaz güzel ancak bazen kapıda sıra oluyor tam bi rezillik. Fiyatları da ortama üstü
5.0,"Öncelikle Bursa’dan çıkıp buraya yaklaşık 30 dk da ulaşıyorsunuz, değer mi? Değer. Park problemi yok. Tüm ürünleri lezzetli özellikle de lokum. Önünde getirdikleri soslu kızartılmış ekmek de çok lezzetli. Tek problem kara sinekler. İşletmenin mutlaka buna bir çare bulması lazım."
5.0,"Lokum harika, lezzet süper. Et konusunda kesinlikle başarılılar. Dry aging yapılıyor. Farklı steakler de deneyebilirsiniz. Fiyatlar makul denilebilir. Bu lezzet için uzaktan da gelinebilir. Mekan güzel, otopark yeterli.  
Çocuk parkı da var fakat restoranın bahçe bölümünün içinde yer aldığı için çocuklar oyun oynarken etraftaki masalarda sigara içen büyükleri seyretmek zorunda kalıyorlar. Tatlılar da gereksiz abartılı değil ve lezzetli."
5.0,Canımız her et istediğinde mutlaka uzana gidip tereyağlı lokum yeriz gerçekten denenmesi gereken bir lezzet
5.0,"Yemekler çok lezzetli. Lokum mutlaka denenmeli. Bursa'ya özgü süt helvası, sütlü kadayıfı da tavsiye ederim."
5.0,"Ailecek gelenekselleştirdiğimiz bir yer.. Dışarıda et yiyeceksek, orası kesinlikle Uzan oluyor. Ben Uzan'ın lokumunun lezzetini şimdiye kadar hiç bir yerde bulamadım."
4.0,"Mekan şehir merkezine oldukça uzak ve kalabalıktan dolayı girişte sıra bekliyorsunuz. Fakat menü güzel, özellikle 'lokum' et ve diğer et menü. Köfte için birşey diyemeyeceğim, dışarıda köfteyi pek semediğimden. Fiyatlara gelince oldukça makul,pahalı bir mekan değil.Dediğim gibi tek dezavantajı şehir merkezinden uzakta olması."
5.0,Şehrin biraz dışında yer aldığı için gidemediğim ismini hep duyduğum Restaurant. Sonunda gidebildim. Tereyağlı lokumuna bayıldık. Eti yemeden o tereyağına ekmeğimizi banıp doyduk zaten :) içinde herşeyin olduğu bir menü vardı ondan aldık ve herşeyi denemiş olduk. Köftesinin tadı bile çok çok lezzetli. Açıkçası mevsim salatasını sevemedik. İri yapraklı sebzeler ve üstünde lor peyniri. Sanırım bir dahakine çoban salatasından alırız. Çünkü tekrar tekrar gideceğimize eminim :)) Fiyatları da gayet uygun.
5.0,Yorumlara bakarak tercih ettik. Karışık ızgara ve lokum sipariş ettik. Özellikle lokum gerçekten muhteşemdi. Eleştiri olarak; personelin bir kısmının ilgisizliği ve siparişlerin yanında sadece közlenmiş birkaç biber ve domates dışında birşey ikram edilmemesini söyleyebilirim.
2.0,eskiden gittigim zaman salatasındaki peynirinden tutun da etin pişmesine kadar o kadar lezzet alıyordum ki anlatamam ama aynı hissiyatı artık yaşamıyorum maalesef
1.0,"devamlı gittiğimiz  Uzan da bu sefer Lokum un tadı farklı geldi, et ve tereyağ önceki sunumlar gibi değildi.,, Kaliteden kaçmayın.. Bu işi bilenleri kaçırirsiniz."
5.0,"Devamlı tercih ettiğim yer olmasına istinaden, tereyağ degişimi yapıldı mı bilmiyorum ama lokumun tadı azalmış gibi geldi.. onun haricinde garson arkadaşlar cok fazla acele ediyor telefonum komple lokum yağı oldu :) ama geriye kalan herşeyi ile yine gideceğim yerdir :)"
5.0,"kalite ve lezzetinden ödün vermeyen bir mekan ayda en az 2-3 defa eşimle birlikte ziyaret etiğimiz ,şehir dışından gelen misafirlerimizide övgüyle ağırladığımız bir mekan lezzetinden ve kalitesinden şüphemiz yok fakat sık sık yaşadığımız bir sıkıntımız var eşim ve ben diğer insanlara göre daha az porsiyon yiyebilen insanlarız fazlası malesef olmuyor ve bayıyor sırf bu yüzden mesut ismindeki çalışan garsonunuzun tepkisine tavırlarına maruz kalıyoruz beyefendi dün akşam saaatlerinde ziyaret ettiğimiz restaurantınızda servis getirdiğinde tabağı öylece ortaya bırakıp gitti eşimin farklı bi siparişi olduğunu bilmesine rağmen ben alayım dememe rağmen öyle masanın ortasına atıp gitmesi hiç hoşumuza gitmedi gerekli şikayette bulundum hizmet sektöründe böyle suratı asık sanki maaşını alamamışcasına tavırlı tripli çalışacak insanlar yakışmıyor malesef bu mekana hiç yakışmıyor.Umarım problem çözülür ve ziyaretlerimize devam ederiz aksi takdirde ziyaret etmeyi düşünmüyorum her ne kadar lezzetli bulsamda."
5.0,"Ortamı çok güzel,etleri çok lezzetli,hizmet kalitesi çok iyi.Gerçekten çevrede gidebileceğimiz en güzel et restoranı.Ailece gidilecek en güzel yer."
5.0,Etinin lezzeti mükemmel.onca yol gidiyorsunuz ama kesinlikle değer.yemegin yanında herse yemeyi de sakin unutmayin.tadi muthis
5.0,Tüm Kasap Reyonundaki Ürünlerini Hemen Hemen Denemiş Birisi Olarak Bursada Bu İşi Layikiyle Yapan Sayılı İşletmelerden Birisi Tek Eksisi Konumu ama Ona Rağmen Bile Haftanın Hergünü Açık Olduğu Saatlerde Kalabalıktır
5.0,ÇOK GÜZEL BİR AİLE YERİ MUTLAKA lokumu yenmeliliiiiiii başkayerde yiyimezsinizz köftesi sucuğu herşeyi güzel
5.0,Görükle’ye yakın olmasıyla arkadaş çevremden duyduğum geçtiğimiz hafta gittiğim işletme. Gerçekten nezih bir mekan. Giderken sapa olmayan bir güzergahtan geçiyorsunuz ama o tereyağlı lokum lezzetine değiyor. Lokumunu ve zeytinyağlı kekikli kızarmış ekmeğini tek geçerim. Fiyatlar o kalite ve ürün çeşidine göre normaldi. Sıra beklemedik sakindi ama 15-20 dakika sıra bekleyenler oluyormuş.
5.0,Bursa'da güzel  bir et yemek istiyorsanız başka bir yere bakmayın. Etleri çok lezzetli. Özellikle de lokum muhteşemdi.
5.0,Bursa' daki en iyi et lokantalarından biri. Hiç bir gidişimde pişman olmadım. Herkese tavsiye ederim
5.0,Uzan Et Mangal Bursa’da ete doymak isteyenler için en doğru adres. Özellikle lokumu denenmeli! Umarım uzun yıllar bu kalite devam eder...
5.0,Arkadaşım yemeğe davet edince Kayapa tarafında olması ilginç gelmişti.Et mangal türü bir yer zannettim ama daha çok köfteci Yusuf benzeri bir mekan.İnanılmaz kalabalık oluyor.Kuyruk halinde bekledik 15dk.kadar ama değdi.Çok seri çalışan bir personel ve muhteşem bir lezzet bütün bekleme sıkıntısını unutturuyor.Lokum denilen etin tadı hala damağımızda...
4.0,"Uzanın şu hadi hızlı hızlı yiyin ve kalkın politikasından nefret eder olduk. Resmen boğazımıza dizelecekler. Bak her şey lezzetli asla ona söz yok. Ama şu çalışanlarınıza bir söyleyin, az nezaket!"
3.0,Arkadaşımızın tavsiyesi üzerine gittiğimiz restorantta servis çalışanın bizi neden geldiniz dercesine karşılaması garip oldu. Yine de buna çok takılmayıp önceliğimiz yemek dedik ve siparişimizi verdik. Etler bizce tat açısından  normal geldi.Fiyat buna karşılık biraz fazla bence.Bir de restorant ortamındaki sineklere çözüm bulmaları acil şart!
4.0,Gap turundayiz buraya 2 gun once gittim. Ama sira ancak geldi. Yibe turun sectigi bir yer  yine icindeki o ses. Ama fiyatlar ve kebaplar enfes. En son yedigimiz kunefe mi. Onun tadi anlatilmaz yadanir . Saygilar
4.0,"Yıllardır sistemini, lezzetini hiç bozmayan, her gidişimizde verdiğimiz paraya da, gittiğimiz yola da hiç acımadığımız iyi ki geldik dedirten mekan... hem karın doyuran hem de diğer mekanlar gibi gereksiz cep yakmayan, etinin lezzeti ile hakiki et yediğimizi anladığımız Uzan Et Mangal kalabalık olduğu vakitlerde ‘yiyelim de hemen kalkalım sırada insanlar bekliyor’ stresi hariç negatif hiçbir yorum yapamayacağımız bir yer... Ramazanda bile sıcak sıcak yemeğimizi yiyebildiğimiz, diğer restaurantlar gibi israfa kaçmayan bence Bursa’daki tek mekan."
5.0,Ailecek gidilebilecek guzel bir mekan et sanatina sekil veren bir yer tadi damaginizda kalacak hergun gitmek istenesi bir tada sahip ferah ortami herseyi butunluyor
4.0,Lokum güzeldi köfte ve takoz da güzeldi salata muhteşemdi. Fakat tatlı olarak kabak tatlısı sınıfta kaldı çay soğuk geldi iyi başladık kötü bitirdik.
5.0,Uzan denince akla ilk gelen lokumdur. Is icin ziyâret ettiğimizde kofte söyleyip ortaya lokum siparişi verdik. Lokumun lezzeti çok iyi. Bursada en iyisi burada diyebilirim. Izgara konusunda Uzan piyasadaki diğer et mangallara  göre normal.
5.0,Tüm et ürünlerini ustalıkla yapıyorlar . Fiyat performans olarak çok iyi. Sadece et ürünleri değil mezeleride gayet leziz. Tek sıkıntısı biraz şehir dışında.
5.0,Bursaya gelipte yol boyu yemek yediğiniz et yediğiniz sıradan restaurantlarla karıştırmayın eğer bursaya gelip burada et yerseniz aklınızdan hiç çıkmayacak bir et yemiş olursunuz özellikle lokum adıyla yapılan etinin tadına doyamıyacaksınız ister arkadaşlarınızı ister ailenizi ister misafirlerini götürün unutulmaz tatlar tadacaklarına eminim hizmet kalitesi temiz mutfağı eti pişirmesini bilen ve et işe harika sunuyorlar .
3.0,güzel mekan ailece gidilebilir mescid var tavsiye ediyorum şehir merkezine biraz uzak ama gidilir...
5.0,"Yeşil Bursa’nın ünlü et restaurantlarından bir tanesi. Toplu taşıma ile gidilebilecek bir yer değil, aracınız var ise tercih edebileceğiniz bir yer. Kendi etlerini de satışa hazır şekilde sundukları, çocuklu aileler için de oyun parkı alanının bulunduğu kesinlike et yemekten zevk alacağınız güzel bir mekan. Özellikle lokum etini tavsiye ederim, daha önce de birkaç yerde yediğim aynı etin kaya tuzu ile sunumu harika ve farklı olmuş. Çalışanları da ilgili ve güler yüzlü, güzel bir akşam yemeği için tercih edilebilecek mekanlardan bir tanesi. Ayrılırken muhakkak et almadan çıkmayın, kendi kasabı da içinde mekanın sahiplerini ve yönetimini tebrik ederim."
3.0,"Hizmeti her zaman aynı seviye de o yüzden kutlamak gerek, ne az ne de fazla, çalışanlar güzel yüzlü fakat eski tadından çok uzakta olduğunu düşünüyorum, etlerden mi pişirilmesinden mi bilemiyorum sadece son gidişimde yine iyi bulamadım."
5.0,Bursa denince aklımıza �skender gelir Hayatımda bu kadar güzel eti Marine edip yorumlayan eti farklılık ve lezzet hamuruna çeviren Harika bir yer sanki Bursa'nın çok dışındasınız ama bir o kadar bursa yakınsınız et ve et ürünleri harika bir müessese Kesinlikle tavsiye ederim yiyecek kalitesi süper bursa'da bir şey yemek istiyorsanız eğer Kesinlikle burada yemelisiniz Fiyatı çok Makul ve uygun abartılı bir fiyata sahip değil hizmet ve sunum çok güzel size lüksü değil Kaliteyi sunuyorlar bu kalite yanında mütevazılığı zaten getiriyor kesinlikle Bursa'ya geldiğinizde bu lezzeti tatmanız tavsiye ederim sipariş olarak lokum köfte yanında salata harika kesinlikle pişman olmayacağınız güzel bir Lezzet Sofrası
5.0,"Bursa kayapa’da şehir merkezine biraz uzak mükemmel tereyağı üstünde lokum yemek için daha uzak olsa bile müptelası olup gidilecek biryer,fiyat kalite olarak çok uygunlar,kesinlikle denemelisiniz..."
